Date;Day;Month;Year;Customer_Age;Age_Group;Customer_Gender;Country;State;Product_Category;Sub_Category;Product;Order_Quantity;Unit_Cost;Unit_Price;Profit;Total_Cost;Total_Price
2013-07-10;10;July;2013;35;Adults;F;Germany;Nordrhein-Westfalen;Bikes;Mountain Bikes;Mountain-100 Silver, 44;1;1912;3400;1488;1912;3400
2015-07-10;10;July;2015;35;Adults;F;Germany;Nordrhein-Westfalen;Bikes;Mountain Bikes;Mountain-100 Silver, 44;1;1912;3400;1488;1912;3400
2012-04-25;25;April;2012;36;Adults;F;Germany;Bayern;Bikes;Mountain Bikes;Mountain-200 Silver, 38;2;1266;2320;2108;2532;4640
2011-04-25;25;April;2011;36;Adults;F;Germany;Bayern;Bikes;Mountain Bikes;Mountain-200 Silver, 38;1;1266;2320;1054;1266;2320
2013-07-08;8;July;2013;36;Adults;F;Germany;Bayern;Bikes;Mountain Bikes;Mountain-100 Silver, 42;1;1912;3400;1488;1912;3400
2015-07-08;8;July;2015;36;Adults;F;Germany;Bayern;Bikes;Mountain Bikes;Mountain-100 Silver, 42;1;1912;3400;1488;1912;3400
2013-03-31;31;March;2013;35;Adults;M;France;Seine (Paris);Bikes;Mountain Bikes;Mountain-200 Silver, 46;1;1266;2320;1054;1266;2320
2015-03-31;31;March;2015;35;Adults;M;France;Seine (Paris);Bikes;Mountain Bikes;Mountain-200 Silver, 46;2;1266;2320;2108;2532;4640
2013-07-09;9;July;2013;35;Adults;M;France;Seine (Paris);Bikes;Mountain Bikes;Mountain-200 Silver, 46;1;1266;2320;1054;1266;2320
2015-07-09;9;July;2015;35;Adults;M;France;Seine (Paris);Bikes;Mountain Bikes;Mountain-200 Silver, 46;1;1266;2320;1054;1266;2320
2013-07-23;23;July;2013;36;Adults;M;United Kingdom;England;Bikes;Mountain Bikes;Mountain-100 Black, 44;1;1898;3375;1477;1898;3375
2015-07-23;23;July;2015;36;Adults;M;United Kingdom;England;Bikes;Mountain Bikes;Mountain-100 Black, 44;2;1898;3375;2954;3796;6750
2013-10-02;2;October;2013;36;Adults;M;United Kingdom;England;Bikes;Mountain Bikes;Mountain-100 Black, 44;1;1898;3375;1477;1898;3375
2015-10-02;2;October;2015;36;Adults;M;United Kingdom;England;Bikes;Mountain Bikes;Mountain-100 Black, 44;1;1898;3375;1477;1898;3375
2013-10-09;9;October;2013;36;Adults;M;United Kingdom;England;Bikes;Mountain Bikes;Mountain-100 Black, 44;1;1898;3375;1477;1898;3375
2015-10-09;9;October;2015;36;Adults;M;United Kingdom;England;Bikes;Mountain Bikes;Mountain-100 Black, 44;1;1898;3375;1477;1898;3375
2013-10-30;30;October;2013;36;Adults;M;United Kingdom;England;Bikes;Mountain Bikes;Mountain-100 Black, 44;1;1898;3375;1477;1898;3375
2015-10-30;30;October;2015;36;Adults;M;United Kingdom;England;Bikes;Mountain Bikes;Mountain-100 Black, 44;1;1898;3375;1477;1898;3375
2012-04-13;13;April;2012;36;Adults;M;Germany;Nordrhein-Westfalen;Bikes;Mountain Bikes;Mountain-200 Silver, 38;2;1266;2320;2108;2532;4640
2011-04-13;13;April;2011;36;Adults;M;Germany;Nordrhein-Westfalen;Bikes;Mountain Bikes;Mountain-200 Silver, 38;3;1266;2320;3162;3798;6960
2013-07-03;3;July;2013;36;Adults;M;Germany;Nordrhein-Westfalen;Bikes;Mountain Bikes;Mountain-100 Black, 42;1;1898;3375;1477;1898;3375
2015-07-03;3;July;2015;36;Adults;M;Germany;Nordrhein-Westfalen;Bikes;Mountain Bikes;Mountain-100 Black, 42;1;1898;3375;1477;1898;3375
2013-04-10;10;April;2013;36;Adults;M;France;Seine (Paris);Bikes;Mountain Bikes;Mountain-200 Silver, 46;1;1266;2320;1054;1266;2320
2015-04-10;10;April;2015;36;Adults;M;France;Seine (Paris);Bikes;Mountain Bikes;Mountain-200 Silver, 46;1;1266;2320;1054;1266;2320
2013-07-29;29;July;2013;36;Adults;M;France;Seine (Paris);Bikes;Mountain Bikes;Mountain-200 Silver, 46;1;1266;2320;1054;1266;2320
2015-07-29;29;July;2015;36;Adults;M;France;Seine (Paris);Bikes;Mountain Bikes;Mountain-200 Silver, 46;1;1266;2320;1054;1266;2320
2013-04-30;30;April;2013;61;Adults;F;France;Seine (Paris);Bikes;Mountain Bikes;Mountain-200 Black, 38;1;1252;2295;1043;1252;2295
2015-04-30;30;April;2015;61;Adults;F;France;Seine (Paris);Bikes;Mountain Bikes;Mountain-200 Black, 38;1;1252;2295;1043;1252;2295
2013-07-06;6;July;2013;61;Adults;F;France;Seine (Paris);Bikes;Mountain Bikes;Mountain-200 Black, 38;1;1252;2295;1043;1252;2295
2015-07-06;6;July;2015;61;Adults;F;France;Seine (Paris);Bikes;Mountain Bikes;Mountain-200 Black, 38;3;1252;2295;3129;3756;6885
2013-07-07;7;July;2013;61;Adults;M;United Kingdom;England;Bikes;Mountain Bikes;Mountain-100 Silver, 48;1;1912;3400;1488;1912;3400
2015-07-07;7;July;2015;61;Adults;M;United Kingdom;England;Bikes;Mountain Bikes;Mountain-100 Silver, 48;3;1912;3400;4464;5736;10200
2013-04-25;25;April;2013;40;Adults;F;France;Seine Saint Denis;Bikes;Mountain Bikes;Mountain-200 Black, 42;1;1252;2295;1043;1252;2295
2015-04-25;25;April;2015;40;Adults;F;France;Seine Saint Denis;Bikes;Mountain Bikes;Mountain-200 Black, 42;1;1252;2295;1043;1252;2295
2013-07-04;4;July;2013;40;Adults;F;France;Seine Saint Denis;Bikes;Mountain Bikes;Mountain-200 Black, 42;1;1252;2295;1043;1252;2295
2015-07-04;4;July;2015;40;Adults;F;France;Seine Saint Denis;Bikes;Mountain Bikes;Mountain-200 Black, 42;1;1252;2295;1043;1252;2295
2012-06-30;30;June;2012;17;Youth;M;Australia;New South Wales;Bikes;Mountain Bikes;Mountain-200 Black, 46;2;1252;2295;2086;2504;4590
2011-06-30;30;June;2011;17;Youth;M;Australia;New South Wales;Bikes;Mountain Bikes;Mountain-200 Black, 46;1;1252;2295;1043;1252;2295
2012-07-11;11;July;2012;17;Youth;M;Australia;New South Wales;Bikes;Mountain Bikes;Mountain-200 Black, 46;2;1252;2295;2086;2504;4590
2011-07-11;11;July;2011;17;Youth;M;Australia;New South Wales;Bikes;Mountain Bikes;Mountain-200 Black, 46;1;1252;2295;1043;1252;2295
2012-07-18;18;July;2012;17;Youth;M;Australia;New South Wales;Bikes;Mountain Bikes;Mountain-200 Black, 46;2;1252;2295;2086;2504;4590
2011-07-18;18;July;2011;17;Youth;M;Australia;New South Wales;Bikes;Mountain Bikes;Mountain-200 Black, 46;4;1252;2295;4172;5008;9180
2013-12-05;5;December;2013;17;Youth;M;Australia;New South Wales;Bikes;Mountain Bikes;Mountain-100 Black, 38;1;1898;3375;1477;1898;3375
2015-12-05;5;December;2015;17;Youth;M;Australia;New South Wales;Bikes;Mountain Bikes;Mountain-100 Black, 38;1;1898;3375;1477;1898;3375
2013-12-06;6;December;2013;17;Youth;M;Australia;New South Wales;Bikes;Mountain Bikes;Mountain-100 Black, 38;1;1898;3375;1477;1898;3375
2015-12-06;6;December;2015;17;Youth;M;Australia;New South Wales;Bikes;Mountain Bikes;Mountain-100 Black, 38;1;1898;3375;1477;1898;3375
2014-03-03;3;March;2014;17;Youth;M;Australia;New South Wales;Bikes;Mountain Bikes;Mountain-100 Black, 38;1;1898;3375;1477;1898;3375
2016-03-03;3;March;2016;17;Youth;M;Australia;New South Wales;Bikes;Mountain Bikes;Mountain-100 Black, 38;1;1898;3375;1477;1898;3375
2014-03-23;23;March;2014;17;Youth;M;Australia;New South Wales;Bikes;Mountain Bikes;Mountain-100 Black, 38;1;1898;3375;1477;1898;3375
2016-03-23;23;March;2016;17;Youth;M;Australia;New South Wales;Bikes;Mountain Bikes;Mountain-100 Black, 38;3;1898;3375;4431;5694;10125
2013-02-14;14;February;2013;18;Youth;M;Australia;Queensland;Bikes;Mountain Bikes;Mountain-100 Black, 42;1;1898;3375;1477;1898;3375
2015-02-14;14;February;2015;18;Youth;M;Australia;Queensland;Bikes;Mountain Bikes;Mountain-100 Black, 42;1;1898;3375;1477;1898;3375
2013-04-16;16;April;2013;18;Youth;M;Australia;Queensland;Bikes;Mountain Bikes;Mountain-100 Black, 42;1;1898;3375;1477;1898;3375
2015-04-16;16;April;2015;18;Youth;M;Australia;Queensland;Bikes;Mountain Bikes;Mountain-100 Black, 42;1;1898;3375;1477;1898;3375
2013-12-16;16;December;2013;18;Youth;M;Australia;Queensland;Bikes;Mountain Bikes;Mountain-100 Black, 42;1;1898;3375;1477;1898;3375
2015-12-16;16;December;2015;18;Youth;M;Australia;Queensland;Bikes;Mountain Bikes;Mountain-100 Black, 42;3;1898;3375;4431;5694;10125
2014-03-01;1;March;2014;19;Youth;M;Australia;Queensland;Bikes;Mountain Bikes;Mountain-100 Silver, 44;1;1912;3400;1488;1912;3400
2016-03-01;1;March;2016;19;Youth;M;Australia;Queensland;Bikes;Mountain Bikes;Mountain-100 Silver, 44;1;1912;3400;1488;1912;3400
2014-04-24;24;April;2014;19;Youth;M;Australia;Queensland;Bikes;Mountain Bikes;Mountain-100 Silver, 44;1;1912;3400;1488;1912;3400
2016-04-24;24;April;2016;19;Youth;M;Australia;Queensland;Bikes;Mountain Bikes;Mountain-100 Silver, 44;3;1912;3400;4464;5736;10200
2013-05-10;10;May;2013;19;Youth;F;Australia;Queensland;Bikes;Mountain Bikes;Mountain-100 Black, 48;1;1898;3375;1477;1898;3375
2015-05-10;10;May;2015;19;Youth;F;Australia;Queensland;Bikes;Mountain Bikes;Mountain-100 Black, 48;3;1898;3375;4431;5694;10125
2013-04-20;20;April;2013;37;Adults;F;France;Moselle;Bikes;Mountain Bikes;Mountain-400-W Silver, 46;1;420;769;349;420;769
2015-04-20;20;April;2015;37;Adults;F;France;Moselle;Bikes;Mountain Bikes;Mountain-400-W Silver, 46;1;420;769;349;420;769
2013-08-18;18;August;2013;37;Adults;F;France;Moselle;Bikes;Mountain Bikes;Mountain-400-W Silver, 46;1;420;769;349;420;769
2015-08-18;18;August;2015;37;Adults;F;France;Moselle;Bikes;Mountain Bikes;Mountain-400-W Silver, 46;2;420;769;698;840;1538
2013-05-07;7;May;2013;39;Adults;M;France;Nord;Bikes;Mountain Bikes;Mountain-200 Silver, 42;1;1266;2320;1054;1266;2320
2015-05-07;7;May;2015;39;Adults;M;France;Nord;Bikes;Mountain Bikes;Mountain-200 Silver, 42;1;1266;2320;1054;1266;2320
2013-08-20;20;August;2013;39;Adults;M;France;Nord;Bikes;Mountain Bikes;Mountain-200 Silver, 42;1;1266;2320;1054;1266;2320
2015-08-20;20;August;2015;39;Adults;M;France;Nord;Bikes;Mountain Bikes;Mountain-200 Silver, 42;1;1266;2320;1054;1266;2320
2013-05-01;1;May;2013;28;Young Adults;F;France;Seine (Paris);Bikes;Mountain Bikes;Mountain-200 Black, 42;1;1252;2295;1043;1252;2295
2015-05-01;1;May;2015;28;Young Adults;F;France;Seine (Paris);Bikes;Mountain Bikes;Mountain-200 Black, 42;1;1252;2295;1043;1252;2295
2013-07-26;26;July;2013;28;Young Adults;F;France;Seine (Paris);Bikes;Mountain Bikes;Mountain-200 Black, 42;1;1252;2295;1043;1252;2295
2015-07-26;26;July;2015;28;Young Adults;F;France;Seine (Paris);Bikes;Mountain Bikes;Mountain-200 Black, 42;1;1252;2295;1043;1252;2295
2013-05-01;1;May;2013;28;Young Adults;F;France;Charente-Maritime;Bikes;Mountain Bikes;Mountain-200 Silver, 42;1;1266;2320;1054;1266;2320
2015-05-01;1;May;2015;28;Young Adults;F;France;Charente-Maritime;Bikes;Mountain Bikes;Mountain-200 Silver, 42;1;1266;2320;1054;1266;2320
2013-07-22;22;July;2013;28;Young Adults;F;France;Charente-Maritime;Bikes;Mountain Bikes;Mountain-200 Silver, 42;1;1266;2320;1054;1266;2320
2015-07-22;22;July;2015;28;Young Adults;F;France;Charente-Maritime;Bikes;Mountain Bikes;Mountain-200 Silver, 42;3;1266;2320;3162;3798;6960
2013-05-21;21;May;2013;29;Young Adults;F;France;Yveline;Bikes;Mountain Bikes;Mountain-200 Silver, 38;1;1266;2320;1054;1266;2320
2015-05-21;21;May;2015;29;Young Adults;F;France;Yveline;Bikes;Mountain Bikes;Mountain-200 Silver, 38;1;1266;2320;1054;1266;2320
2013-08-01;1;August;2013;29;Young Adults;F;France;Yveline;Bikes;Mountain Bikes;Mountain-200 Silver, 38;1;1266;2320;1054;1266;2320
2015-08-01;1;August;2015;29;Young Adults;F;France;Yveline;Bikes;Mountain Bikes;Mountain-200 Silver, 38;1;1266;2320;1054;1266;2320
2014-02-19;19;February;2014;29;Young Adults;F;France;Yveline;Bikes;Mountain Bikes;Mountain-200 Silver, 38;1;1266;2320;1054;1266;2320
2016-02-19;19;February;2016;29;Young Adults;F;France;Yveline;Bikes;Mountain Bikes;Mountain-200 Silver, 38;2;1266;2320;2108;2532;4640
2012-05-08;8;May;2012;43;Adults;F;Germany;Bayern;Bikes;Mountain Bikes;Mountain-200 Black, 38;2;1252;2295;2086;2504;4590
2011-05-08;8;May;2011;43;Adults;F;Germany;Bayern;Bikes;Mountain Bikes;Mountain-200 Black, 38;1;1252;2295;1043;1252;2295
2013-08-12;12;August;2013;43;Adults;F;Germany;Bayern;Bikes;Mountain Bikes;Mountain-100 Black, 48;1;1898;3375;1477;1898;3375
2015-08-12;12;August;2015;43;Adults;F;Germany;Bayern;Bikes;Mountain Bikes;Mountain-100 Black, 48;1;1898;3375;1477;1898;3375
2013-05-11;11;May;2013;52;Adults;F;France;Nord;Bikes;Mountain Bikes;Mountain-200 Silver, 46;1;1266;2320;1054;1266;2320
2015-05-11;11;May;2015;52;Adults;F;France;Nord;Bikes;Mountain Bikes;Mountain-200 Silver, 46;1;1266;2320;1054;1266;2320
2013-08-06;6;August;2013;52;Adults;F;France;Nord;Bikes;Mountain Bikes;Mountain-200 Silver, 46;1;1266;2320;1054;1266;2320
2015-08-06;6;August;2015;52;Adults;F;France;Nord;Bikes;Mountain Bikes;Mountain-200 Silver, 46;1;1266;2320;1054;1266;2320
2013-05-08;8;May;2013;52;Adults;F;France;Seine Saint Denis;Bikes;Mountain Bikes;Mountain-200 Black, 46;1;1252;2295;1043;1252;2295
2015-05-08;8;May;2015;52;Adults;F;France;Seine Saint Denis;Bikes;Mountain Bikes;Mountain-200 Black, 46;1;1252;2295;1043;1252;2295
2013-07-15;15;July;2013;52;Adults;F;France;Seine Saint Denis;Bikes;Mountain Bikes;Mountain-200 Black, 46;1;1252;2295;1043;1252;2295
2015-07-15;15;July;2015;52;Adults;F;France;Seine Saint Denis;Bikes;Mountain Bikes;Mountain-200 Black, 46;2;1252;2295;2086;2504;4590
2013-12-04;4;December;2013;52;Adults;F;France;Seine Saint Denis;Bikes;Mountain Bikes;Mountain-200 Black, 46;1;1252;2295;1043;1252;2295
2015-12-04;4;December;2015;52;Adults;F;France;Seine Saint Denis;Bikes;Mountain Bikes;Mountain-200 Black, 46;1;1252;2295;1043;1252;2295
2012-06-12;12;June;2012;43;Adults;F;Germany;Hamburg;Bikes;Mountain Bikes;Mountain-200 Black, 46;2;1252;2295;2086;2504;4590
2011-06-12;12;June;2011;43;Adults;F;Germany;Hamburg;Bikes;Mountain Bikes;Mountain-200 Black, 46;1;1252;2295;1043;1252;2295
2013-08-28;28;August;2013;43;Adults;F;Germany;Hamburg;Bikes;Mountain Bikes;Mountain-100 Black, 38;1;1898;3375;1477;1898;3375
2015-08-28;28;August;2015;43;Adults;F;Germany;Hamburg;Bikes;Mountain Bikes;Mountain-100 Black, 38;2;1898;3375;2954;3796;6750
2013-06-17;17;June;2013;45;Adults;M;France;Hauts de Seine;Bikes;Mountain Bikes;Mountain-200 Silver, 42;1;1266;2320;1054;1266;2320
2015-06-17;17;June;2015;45;Adults;M;France;Hauts de Seine;Bikes;Mountain Bikes;Mountain-200 Silver, 42;3;1266;2320;3162;3798;6960
2013-08-29;29;August;2013;45;Adults;M;France;Hauts de Seine;Bikes;Mountain Bikes;Mountain-200 Silver, 42;1;1266;2320;1054;1266;2320
2015-08-29;29;August;2015;45;Adults;M;France;Hauts de Seine;Bikes;Mountain Bikes;Mountain-200 Silver, 42;1;1266;2320;1054;1266;2320
2014-06-21;21;June;2014;45;Adults;M;France;Hauts de Seine;Bikes;Mountain Bikes;Mountain-200 Silver, 42;1;1266;2320;1054;1266;2320
2016-06-21;21;June;2016;45;Adults;M;France;Hauts de Seine;Bikes;Mountain Bikes;Mountain-200 Silver, 42;1;1266;2320;1054;1266;2320
2012-06-23;23;June;2012;45;Adults;M;Germany;Bayern;Bikes;Mountain Bikes;Mountain-500 Silver, 44;2;308;565;514;616;1130
2011-06-23;23;June;2011;45;Adults;M;Germany;Bayern;Bikes;Mountain Bikes;Mountain-500 Silver, 44;2;308;565;514;616;1130
2013-09-11;11;September;2013;45;Adults;M;Germany;Bayern;Bikes;Mountain Bikes;Mountain-100 Silver, 48;1;1912;3400;1488;1912;3400
2015-09-11;11;September;2015;45;Adults;M;Germany;Bayern;Bikes;Mountain Bikes;Mountain-100 Silver, 48;1;1912;3400;1488;1912;3400
2013-06-13;13;June;2013;46;Adults;F;France;Seine et Marne;Bikes;Mountain Bikes;Mountain-200 Black, 38;1;1252;2295;1043;1252;2295
2015-06-13;13;June;2015;46;Adults;F;France;Seine et Marne;Bikes;Mountain Bikes;Mountain-200 Black, 38;1;1252;2295;1043;1252;2295
2013-08-16;16;August;2013;46;Adults;F;France;Seine et Marne;Bikes;Mountain Bikes;Mountain-200 Black, 38;1;1252;2295;1043;1252;2295
2015-08-16;16;August;2015;46;Adults;F;France;Seine et Marne;Bikes;Mountain Bikes;Mountain-200 Black, 38;3;1252;2295;3129;3756;6885
2014-06-27;27;June;2014;46;Adults;F;France;Seine et Marne;Bikes;Mountain Bikes;Mountain-200 Silver, 38;1;1266;2320;1054;1266;2320
2016-06-27;27;June;2016;46;Adults;F;France;Seine et Marne;Bikes;Mountain Bikes;Mountain-200 Silver, 38;3;1266;2320;3162;3798;6960
2013-06-05;5;June;2013;46;Adults;M;France;Seine Saint Denis;Bikes;Mountain Bikes;Mountain-500 Silver, 44;1;308;565;257;308;565
2015-06-05;5;June;2015;46;Adults;M;France;Seine Saint Denis;Bikes;Mountain Bikes;Mountain-500 Silver, 44;1;308;565;257;308;565
2013-09-29;29;September;2013;46;Adults;M;France;Seine Saint Denis;Bikes;Mountain Bikes;Mountain-500 Silver, 44;1;308;565;257;308;565
2015-09-29;29;September;2015;46;Adults;M;France;Seine Saint Denis;Bikes;Mountain Bikes;Mountain-500 Silver, 44;3;308;565;771;924;1695
2013-12-31;31;December;2013;46;Adults;M;France;Seine Saint Denis;Bikes;Mountain Bikes;Mountain-500 Silver, 44;1;308;565;257;308;565
2015-12-31;31;December;2015;46;Adults;M;France;Seine Saint Denis;Bikes;Mountain Bikes;Mountain-500 Silver, 44;2;308;565;514;616;1130
2013-06-02;2;June;2013;49;Adults;F;France;Hauts de Seine;Bikes;Mountain Bikes;Mountain-200 Silver, 46;1;1266;2320;1054;1266;2320
2015-06-02;2;June;2015;49;Adults;F;France;Hauts de Seine;Bikes;Mountain Bikes;Mountain-200 Silver, 46;1;1266;2320;1054;1266;2320
2013-09-17;17;September;2013;49;Adults;F;France;Hauts de Seine;Bikes;Mountain Bikes;Mountain-200 Silver, 46;1;1266;2320;1054;1266;2320
2015-09-17;17;September;2015;49;Adults;F;France;Hauts de Seine;Bikes;Mountain Bikes;Mountain-200 Silver, 46;1;1266;2320;1054;1266;2320
2013-12-08;8;December;2013;49;Adults;F;France;Hauts de Seine;Bikes;Mountain Bikes;Mountain-200 Silver, 46;1;1266;2320;1054;1266;2320
2015-12-08;8;December;2015;49;Adults;F;France;Hauts de Seine;Bikes;Mountain Bikes;Mountain-200 Silver, 46;2;1266;2320;2108;2532;4640
2012-06-26;26;June;2012;21;Youth;F;Australia;Victoria;Bikes;Mountain Bikes;Mountain-200 Black, 46;2;1252;2295;2086;2504;4590
2011-06-26;26;June;2011;21;Youth;F;Australia;Victoria;Bikes;Mountain Bikes;Mountain-200 Black, 46;2;1252;2295;2086;2504;4590
2013-02-13;13;February;2013;21;Youth;F;Australia;Victoria;Bikes;Mountain Bikes;Mountain-100 Black, 48;1;1898;3375;1477;1898;3375
2015-02-13;13;February;2015;21;Youth;F;Australia;Victoria;Bikes;Mountain Bikes;Mountain-100 Black, 48;1;1898;3375;1477;1898;3375
2013-04-10;10;April;2013;21;Youth;F;Australia;Victoria;Bikes;Mountain Bikes;Mountain-100 Black, 48;1;1898;3375;1477;1898;3375
2015-04-10;10;April;2015;21;Youth;F;Australia;Victoria;Bikes;Mountain Bikes;Mountain-100 Black, 48;1;1898;3375;1477;1898;3375
2013-07-28;28;July;2013;21;Youth;F;Australia;Victoria;Bikes;Mountain Bikes;Mountain-100 Black, 48;1;1898;3375;1477;1898;3375
2015-07-28;28;July;2015;21;Youth;F;Australia;Victoria;Bikes;Mountain Bikes;Mountain-100 Black, 48;1;1898;3375;1477;1898;3375
2013-10-27;27;October;2013;21;Youth;F;Australia;Victoria;Bikes;Mountain Bikes;Mountain-100 Black, 48;1;1898;3375;1477;1898;3375
2015-10-27;27;October;2015;21;Youth;F;Australia;Victoria;Bikes;Mountain Bikes;Mountain-100 Black, 48;1;1898;3375;1477;1898;3375
2013-07-08;8;July;2013;23;Youth;F;Australia;Queensland;Bikes;Mountain Bikes;Mountain-100 Black, 44;1;1898;3375;1477;1898;3375
2015-07-08;8;July;2015;23;Youth;F;Australia;Queensland;Bikes;Mountain Bikes;Mountain-100 Black, 44;3;1898;3375;4431;5694;10125
2012-08-27;27;August;2012;22;Youth;M;Australia;Victoria;Bikes;Mountain Bikes;Mountain-200 Black, 46;2;1252;2295;2086;2504;4590
2011-08-27;27;August;2011;22;Youth;M;Australia;Victoria;Bikes;Mountain Bikes;Mountain-200 Black, 46;2;1252;2295;2086;2504;4590
2013-07-02;2;July;2013;22;Youth;M;Australia;Victoria;Bikes;Mountain Bikes;Mountain-100 Black, 38;1;1898;3375;1477;1898;3375
2015-07-02;2;July;2015;22;Youth;M;Australia;Victoria;Bikes;Mountain Bikes;Mountain-100 Black, 38;1;1898;3375;1477;1898;3375
2013-07-03;3;July;2013;22;Youth;M;Australia;Victoria;Bikes;Mountain Bikes;Mountain-100 Black, 38;1;1898;3375;1477;1898;3375
2015-07-03;3;July;2015;22;Youth;M;Australia;Victoria;Bikes;Mountain Bikes;Mountain-100 Black, 38;1;1898;3375;1477;1898;3375
2013-10-18;18;October;2013;22;Youth;M;Australia;Victoria;Bikes;Mountain Bikes;Mountain-100 Black, 38;1;1898;3375;1477;1898;3375
2015-10-18;18;October;2015;22;Youth;M;Australia;Victoria;Bikes;Mountain Bikes;Mountain-100 Black, 38;1;1898;3375;1477;1898;3375
2013-07-29;29;July;2013;22;Youth;M;Australia;South Australia;Bikes;Mountain Bikes;Mountain-100 Black, 38;1;1898;3375;1477;1898;3375
2015-07-29;29;July;2015;22;Youth;M;Australia;South Australia;Bikes;Mountain Bikes;Mountain-100 Black, 38;1;1898;3375;1477;1898;3375
2012-01-17;17;January;2012;23;Youth;M;Australia;New South Wales;Bikes;Mountain Bikes;Mountain-200 Silver, 38;2;1266;2320;2108;2532;4640
2011-01-17;17;January;2011;23;Youth;M;Australia;New South Wales;Bikes;Mountain Bikes;Mountain-200 Silver, 38;3;1266;2320;3162;3798;6960
2012-01-29;29;January;2012;23;Youth;M;Australia;New South Wales;Bikes;Mountain Bikes;Mountain-200 Silver, 38;2;1266;2320;2108;2532;4640
2011-01-29;29;January;2011;23;Youth;M;Australia;New South Wales;Bikes;Mountain Bikes;Mountain-200 Silver, 38;4;1266;2320;4216;5064;9280
2012-07-31;31;July;2012;23;Youth;M;Australia;New South Wales;Bikes;Mountain Bikes;Mountain-200 Silver, 38;2;1266;2320;2108;2532;4640
2011-07-31;31;July;2011;23;Youth;M;Australia;New South Wales;Bikes;Mountain Bikes;Mountain-200 Silver, 38;1;1266;2320;1054;1266;2320
2012-08-07;7;August;2012;23;Youth;M;Australia;New South Wales;Bikes;Mountain Bikes;Mountain-200 Silver, 38;2;1266;2320;2108;2532;4640
2011-08-07;7;August;2011;23;Youth;M;Australia;New South Wales;Bikes;Mountain Bikes;Mountain-200 Silver, 38;1;1266;2320;1054;1266;2320
2013-01-03;3;January;2013;23;Youth;M;Australia;New South Wales;Bikes;Mountain Bikes;Mountain-200 Silver, 38;1;1266;2320;1054;1266;2320
2015-01-03;3;January;2015;23;Youth;M;Australia;New South Wales;Bikes;Mountain Bikes;Mountain-200 Silver, 38;1;1266;2320;1054;1266;2320
2013-07-06;6;July;2013;23;Youth;M;Australia;New South Wales;Bikes;Mountain Bikes;Mountain-100 Silver, 38;1;1912;3400;1488;1912;3400
2015-07-06;6;July;2015;23;Youth;M;Australia;New South Wales;Bikes;Mountain Bikes;Mountain-100 Silver, 38;1;1912;3400;1488;1912;3400
2013-07-31;31;July;2013;23;Youth;M;Australia;New South Wales;Bikes;Mountain Bikes;Mountain-100 Silver, 38;1;1912;3400;1488;1912;3400
2015-07-31;31;July;2015;23;Youth;M;Australia;New South Wales;Bikes;Mountain Bikes;Mountain-100 Silver, 38;2;1912;3400;2976;3824;6800
2013-10-14;14;October;2013;23;Youth;M;Australia;New South Wales;Bikes;Mountain Bikes;Mountain-100 Silver, 38;1;1912;3400;1488;1912;3400
2015-10-14;14;October;2015;23;Youth;M;Australia;New South Wales;Bikes;Mountain Bikes;Mountain-100 Silver, 38;1;1912;3400;1488;1912;3400
2013-10-26;26;October;2013;23;Youth;M;Australia;New South Wales;Bikes;Mountain Bikes;Mountain-100 Silver, 38;1;1912;3400;1488;1912;3400
2015-10-26;26;October;2015;23;Youth;M;Australia;New South Wales;Bikes;Mountain Bikes;Mountain-100 Silver, 38;1;1912;3400;1488;1912;3400
2014-02-23;23;February;2014;23;Youth;M;Australia;New South Wales;Bikes;Mountain Bikes;Mountain-100 Silver, 38;1;1912;3400;1488;1912;3400
2016-02-23;23;February;2016;23;Youth;M;Australia;New South Wales;Bikes;Mountain Bikes;Mountain-100 Silver, 38;1;1912;3400;1488;1912;3400
2014-04-26;26;April;2014;23;Youth;M;Australia;New South Wales;Bikes;Mountain Bikes;Mountain-100 Silver, 38;1;1912;3400;1488;1912;3400
2016-04-26;26;April;2016;23;Youth;M;Australia;New South Wales;Bikes;Mountain Bikes;Mountain-100 Silver, 38;1;1912;3400;1488;1912;3400
2012-01-15;15;January;2012;24;Youth;M;Australia;Tasmania;Bikes;Mountain Bikes;Mountain-200 Black, 46;2;1252;2295;2086;2504;4590
2011-01-15;15;January;2011;24;Youth;M;Australia;Tasmania;Bikes;Mountain Bikes;Mountain-200 Black, 46;3;1252;2295;3129;3756;6885
2013-07-26;26;July;2013;24;Youth;M;Australia;Tasmania;Bikes;Mountain Bikes;Mountain-100 Black, 42;1;1898;3375;1477;1898;3375
2015-07-26;26;July;2015;24;Youth;M;Australia;Tasmania;Bikes;Mountain Bikes;Mountain-100 Black, 42;1;1898;3375;1477;1898;3375
2012-01-01;1;January;2012;23;Youth;M;Australia;Victoria;Bikes;Mountain Bikes;Mountain-200 Black, 46;2;1252;2295;2086;2504;4590
2011-01-01;1;January;2011;23;Youth;M;Australia;Victoria;Bikes;Mountain Bikes;Mountain-200 Black, 46;1;1252;2295;1043;1252;2295
2013-02-08;8;February;2013;23;Youth;M;Australia;Victoria;Bikes;Mountain Bikes;Mountain-100 Black, 44;1;1898;3375;1477;1898;3375
2015-02-08;8;February;2015;23;Youth;M;Australia;Victoria;Bikes;Mountain Bikes;Mountain-100 Black, 44;1;1898;3375;1477;1898;3375
